In-House Name,Instances,Length,Matches TG-263,TG-263 suggestion,Reason,Structure Type,Rules
z_PTV and BS,4,12,False,,z,target,['TBD']
z_Remove 76,2,11,False,,z,non-target,[5]
z_PTV+Optic,2,11,False,,z,target,['TBD']
z_Frontal_avoid,2,15,False,,avoid,non-target,[]
z_PTV_ Sup,2,10,False,,z,target,['TBD']
z_ Densi for Tes,1,16,False,,z,non-target,[5]
GTV_Nodes,1,9,False,,PTV/CTV/GTV,target,['TBD']
GTVp+n,3,6,False,,PTV/CTV/GTV,target,['TBD']
z_MIN_70,1,8,False,,z,non-target,[]
z_REMOVE56.0-1,10,14,False,,z,non-target,[]
bod,1,3,False,Body,,non-target,[]
z_PTV_7000-05,1,13,False,,z,target,['TBD']
z_PTV!_5600-05,1,14,False,,z,target,['TBD']
z_Parotid L NOS,1,15,False,,z,non-target,[5]
z_Parotid R NOS,1,15,False,,z,non-target,[5]
CTVp-n_5600,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 53.2[Gy],7,15,False,,z,non-target,[5]
z_push 53.2,1,11,False,,z,non-target,[5]
z_AvoidPostNeck,1,15,False,,avoid,non-target,[]
z_AvoidPost,5,11,False,,avoid,non-target,[]
z_PTV!_5600_Eval,1,16,False,,z,target,['TBD']
z_Dose 35[Gy],1,13,False,,z,non-target,[5]
z_Dose 56[Gy],2,13,False,,z,non-target,[5]
z_MiddleAvoidSup,1,16,False,,avoid,non-target,[]
z_AvoidPostNeck2,1,16,False,,avoid,non-target,[]
z_Ring7000,5,10,False,,z,non-target,[]
z_MidAvoidSup2,1,14,False,,avoid,non-target,[]
z_Ring7000-02,1,13,False,,z,non-target,[]
PTV!_6400-05,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_OPTPRVMARG&PTV,2,16,False,,z,target,['TBD']
z_MANDIBLE_OS,5,13,False,,z,non-target,[]
z_OPTPRV_OS,2,11,False,,z,non-target,[]
z_AVOID70.4,2,11,False,,avoid,non-target,[]
z_AVOID70.4-HARD,2,16,False,,avoid,non-target,[]
z_REMOVE53.2-2,1,14,False,,z,non-target,[]
M1_PTV!_6400-05,1,15,False,,PTV/CTV/GTV,target,['TBD']
z_MANDIBLE_OS_70,7,16,False,,z,non-target,[]
z_LIPS_OS,1,9,False,,z,non-target,[]
z_BP_R_OS_70_MAR,1,16,False,,z,non-target,[]
z_BRAIN_OS_70,1,13,False,,z,non-target,[]
z_BRAIN_OS_60,2,13,False,,z,non-target,[]
z_BRAIN_NOS_LEV,3,15,False,,z,non-target,[]
z_BP_R_OS_MAR_70,1,16,False,,z,non-target,[]
z_MANDBLE_OS_70,1,15,False,,z,non-target,[]
z_MIDDLE_AVD_INF,1,16,False,,z,non-target,[]
z_LIPS_OS_MARG,1,14,False,,z,non-target,[]
z_Remove5,1,9,False,,z,non-target,[]
z_Remove6,1,9,False,,z,non-target,[]
z_push53.2,1,10,False,,z,non-target,[]
z_Avoid_Mid_SUP,4,15,False,,avoid,non-target,[]
z_Avoid_Mid_INF,2,15,False,,avoid,non-target,[]
z_REMOVE66.5-1,2,14,False,,z,non-target,[]
z_Dose 47.9[Gy],1,15,False,,z,non-target,[5]
z_PUSH_PRV,1,10,False,,z,non-target,[]
z_Avoid_5600-61,1,15,False,,avoid,non-target,[]
z_Avoid_6000-66,3,15,False,,avoid,non-target,[]
z_DenPlanAdWater,1,16,False,,z,non-target,[]
z_remove 70,1,11,False,,z,non-target,[5]
z_ remove 66-sup,1,16,False,,z,non-target,[5]
z_remove 66-top,1,15,False,,z,non-target,[5]
z_remove 73,1,11,False,,z,non-target,[5]
z_Ring_Avoid,1,12,False,,avoid,non-target,[]
z_Dose _74[Gy],1,14,False,,z,non-target,[5]
z_REMOVE75.3-1,1,14,False,,z,non-target,[]
Esophagus~_S,4,12,False,Esophagus_S,CHECK ~,non-target,[]
z_Avoid_Post4000,2,16,False,,avoid,non-target,[]
OpticChiasm_PRV,7,15,True,,,non-target,[]
OpticApp,3,8,False,,,non-target,[]
OpticNrv_PRV_L,4,14,True,,,non-target,[]
Level_Parapha_L,2,15,False,,,non-target,[]
Level_Parapha_R,2,15,False,,,non-target,[]
z_Desnity over,2,14,False,,z,non-target,[5]
z_PTVOPT70_INF,2,14,False,,z,target,['TBD']
ZPTVOP54+OPTIC,2,14,False,,PTV/CTV/GTV,target,['TBD']
z  _PTVOPT70_SUP,2,16,False,,PTV/CTV/GTV,target,['TBD']
z_PTV70 GRA_CORD,2,16,False,,z,target,['TBD']
Lens_L_PRV3,2,11,False,,,non-target,[]
Lens_R_PRV3,2,11,False,,,non-target,[]
High_density,2,12,False,,,non-target,[]
M1 GTV,1,6,False,,PTV/CTV/GTV,target,['TBD']
M1 CTV_7000-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
M1 CTV!_6000-05,1,15,False,,PTV/CTV/GTV,target,['TBD']
M1 PTV_7000-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
M1 PTV!_6000-05,1,15,False,,PTV/CTV/GTV,target,['TBD']
M1 PTV_EVAL_7000,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_M1 PTV54+OPTIC,1,16,False,,z,target,['TBD']
z_M1 PTV60 INF,1,14,False,,z,target,['TBD']
z_M1 PTV70ANDCOR,1,16,False,,z,target,['TBD']
PTV70p,1,6,False,,PTV/CTV/GTV,target,['TBD']
Optic_Apparatus,5,15,False,,,non-target,[]
Optic_APP_PRV,2,13,False,,,non-target,[]
PTV70n,1,6,False,,PTV/CTV/GTV,target,['TBD']
PTV60+Overlap,1,13,False,,PTV/CTV/GTV,target,['TBD']
FrontalAvoidance,2,16,False,,avoid,non-target,[]
PTV70+PTV60_OPT,2,15,False,,PTV/CTV/GTV,target,['TBD']
Avoid60Gy,5,9,False,,avoid,non-target,[]
Match points,7,12,False,,,non-target,[5]
MOD1_CTV70n,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV70p,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70n,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70p,1,11,False,,PTV/CTV/GTV,target,['TBD']
Chiasm _PRV,1,11,False,OpticChiasm_PRV,,non-target,[5]
MOD PTV60 chiasm,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD PTV60 AND OV,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD PTV60_OPT,1,13,False,,PTV/CTV/GTV,target,['TBD']
GTVnodes,1,8,False,,PTV/CTV/GTV,target,['TBD']
CTV70t,1,6,False,,PTV/CTV/GTV,target,['TBD']
CHIASM PRV,1,10,False,,,non-target,[5]
MIDDLE 53,1,9,False,,,non-target,[5]
MIDDLE 50,1,9,False,,,non-target,[5]
z_48out,2,7,False,,z,non-target,[]
z_Remove60,4,10,False,,z,non-target,[]
z_Remove66.5,3,12,False,,z,non-target,[]
z_73.5out mandib,2,16,False,,z,non-target,[5]
z_rem sc,3,8,False,,z,non-target,[5]
z_95[%]rem,2,10,False,,z,non-target,[]
z_65.8[Gy],2,10,False,,z,non-target,[]
z_6- 95[%],2,10,False,,z,non-target,[5]
z_cover100,6,10,False,,z,non-target,[]
z_mand_NOS,13,10,False,,z,non-target,[]
z_94.3rem,2,9,False,,z,non-target,[]
M1_PTV!_6000,10,12,False,,PTV/CTV/GTV,target,['TBD']
z_Brach R 63[Gy],1,16,False,,z,non-target,[5]
z_66out,4,7,False,,z,non-target,[]
z_cover70-1,1,11,False,,z,non-target,[]
z_cover60-1,1,11,False,,z,non-target,[]
M2_PTV_6000-05,2,14,False,,PTV/CTV/GTV,target,['TBD']
z_M2_PTV_All,2,12,False,,z,target,['TBD']
z_M2PTV7000+6000,1,16,False,,z,target,['TBD']
GTVm,1,4,False,,PTV/CTV/GTV,target,['TBD']
PTVm_2000,1,9,False,,PTV/CTV/GTV,target,['TBD']
MOD2_PTV70+PTV60,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD2_PTV_ALL,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD2_CTV60,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD2_CTV70,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD2_CTV56,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD2_PTV70,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD2_PTV60,1,10,False,,PTV/CTV/GTV,target,['TBD']
MOD2_PTV56,1,10,False,,PTV/CTV/GTV,target,['TBD']
POST_AVOID_25,1,13,False,,avoid,non-target,[]
CTV_7000p,2,9,False,,PTV/CTV/GTV,target,['TBD']
GTVrt neck,1,10,False,,PTV/CTV/GTV,target,['TBD']
GTV pyr,1,7,False,,PTV/CTV/GTV,target,['TBD']
CTV_7000 rt neck,1,16,False,,PTV/CTV/GTV,target,['TBD']
CTV_6000 pyr,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_D57,2,5,False,,z,non-target,[]
z_D53.2,1,7,False,,z,non-target,[]
Optic apparatus,1,15,False,,,non-target,[5]
Optic app PRV,1,13,False,,,non-target,[5]
Optic_nrv_L_PRV,1,15,False,,,non-target,[]
z_BP_R_OS_MRG_60,46,16,False,,z,non-target,[]
PACEMAKER PRV,1,13,False,,,non-target,[5]
z_COVER_ANT_66,2,14,False,,z,non-target,[]
z_BP_L_OS_MR59.4,2,16,False,,z,non-target,[]
z_Larynx_LEV,2,12,False,,z,non-target,[]
M1_PTV!_5940,1,12,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_5940,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_COVER56-1,3,11,False,,z,non-target,[]
z_REMOVE70.6-1,4,14,False,,z,non-target,[]
PTV!_5400,9,9,False,,PTV/CTV/GTV,target,['TBD']
z_AVOID59.4-HARD,11,16,False,,avoid,non-target,[]
CTVn_6000,3,9,False,,PTV/CTV/GTV,target,['TBD']
CTVp_7000,5,9,False,,PTV/CTV/GTV,target,['TBD']
CTVn_7000,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_Remove25,3,10,False,,z,non-target,[]
z_Remove30-1,2,12,False,,z,non-target,[]
z_Dose 63.8[Gy],2,15,False,,z,non-target,[5]
PTV!_6300-05,13,12,False,,PTV/CTV/GTV,target,['TBD']
zPTV7000+PTV6300,6,16,False,,PTV/CTV/GTV,target,['TBD']
z_PTV70+63+60,1,13,False,,z,target,['TBD']
M1_PTV_6300-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
LN_NECK_L1,3,10,False,,,non-target,[]
LN_NECK_R1,3,10,False,,,non-target,[]
z_M1PTV7000+6300,2,16,False,,z,target,['TBD']
z_PTV 70+63+60,1,14,False,,z,target,['TBD']
z_Avoid63,1,9,False,,avoid,non-target,[]
Pacemaker,8,9,True,,,non-target,[]
z_MAND_OS_MRG_70,16,16,False,,z,non-target,[]
z_AVOID_LT,5,10,False,,avoid,non-target,[]
z_REMOVE2.0-1,1,13,False,,z,non-target,[]
z_REMOVE2.0-2,1,13,False,,z,non-target,[]
z_REMOVE35.0-2,6,14,False,,z,non-target,[]
z_REMOVE35.0-3,2,14,False,,z,non-target,[]
z_PM_DNE,2,8,False,,z,non-target,[]
z_push 56,3,9,False,,z,non-target,[5]
GTVn-pre+post ch,2,16,False,,PTV/CTV/GTV,target,['TBD']
GTVp(pre+post)Ch,2,16,False,,PTV/CTV/GTV,target,['TBD']
CTVn,6,4,False,,PTV/CTV/GTV,target,['TBD']
Avoid CORD,2,10,False,,avoid,non-target,[5]
avoid_15,2,8,False,,avoid,non-target,[]
Brachial AreaSup,2,16,False,,,non-target,[5]
Brachial Areainf,2,16,False,,,non-target,[5]
MOD1PTV70overSup,2,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1PTV60overInf,2,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV70+60,3,13,False,,PTV/CTV/GTV,target,['TBD']
Avoid70,2,7,False,,avoid,non-target,[]
Body_CBCT14Jul17,1,16,False,,,non-target,[]
Body_CTSim,2,10,False,,,non-target,[]
z_PUSH 56,1,9,False,,z,non-target,[5]
z_remove60,5,10,False,,z,non-target,[]
z_PTV_70+60,1,11,False,,z,target,['TBD']
z_Thyroid_NOS,2,13,False,,z,non-target,[]
z_105REMOVE,1,11,False,,z,non-target,[]
z_COVER54,3,9,False,,z,non-target,[]
z_COVER60,3,9,False,,z,non-target,[]
z_D30[Gy],1,9,False,,z,non-target,[]
z_D40[Gy],1,9,False,,z,non-target,[]
z_sc out,1,8,False,,z,non-target,[5]
z_ 109[%]REMOVE,1,15,False,,z,non-target,[5]
z_106[%]REMOVE,1,14,False,,z,non-target,[]
z_105.5[%],1,10,False,,z,non-target,[]
z_63GyREMOVE,1,12,False,,z,non-target,[]
z_104.5[%]REMOVE,1,16,False,,z,non-target,[]
GTV1,3,4,False,,PTV/CTV/GTV,target,['TBD']
GTV2,3,4,False,,PTV/CTV/GTV,target,['TBD']
PTV70 GY,2,8,False,,PTV/CTV/GTV,target,['TBD']
PTVS ALL 70GY,2,13,False,,PTV/CTV/GTV,target,['TBD']
CHIASMA PRV,3,11,False,,,non-target,[5]
PTV70 OPT,2,9,False,,PTV/CTV/GTV,target,['TBD']
PTV AND CHIASMA,3,15,False,,PTV/CTV/GTV,target,['TBD']
PTV OPT 54,2,10,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV 70,2,11,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV 60,2,11,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV60_OPT,2,14,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV70_OPT,2,14,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV70_OPTIC,2,16,False,,PTV/CTV/GTV,target,['TBD']
M1P1 PTV ALL,1,12,False,,PTV/CTV/GTV,target,['TBD']
Dose 16[Gy],2,11,False,,,non-target,[5]
Dose 13[Gy],2,11,False,,,non-target,[5]
Dose 10[Gy],2,11,False,,,non-target,[5]
Dose 5[Gy],2,10,False,,,non-target,[5]
M2P1 CTV70/27,1,13,False,,PTV/CTV/GTV,target,['TBD']
PTVGingival mass,1,16,False,,PTV/CTV/GTV,target,['TBD']
PTVInfratem mass,1,16,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTV70/27,1,13,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTVOPT54,1,13,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTVOPT57,1,13,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTVOPT65,1,13,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTVOPT70,1,13,False,,PTV/CTV/GTV,target,['TBD']
M2P1 PTVOPT40+CH,1,16,False,,PTV/CTV/GTV,target,['TBD']
PTV!_Eval_6300,2,14,False,,PTV/CTV/GTV,target,['TBD']
z_66.5OUT,1,9,False,,z,non-target,[]
z_Temp_BS,1,9,False,,z,non-target,[]
z_cover63,5,9,False,,z,non-target,[]
z_Remove48,4,10,False,,z,non-target,[]
z_ 66.5[Gy],2,11,False,,z,non-target,[5]
z_62out bs,1,10,False,,z,non-target,[5]
z_lips25out,1,11,False,,z,non-target,[]
z_45out,9,7,False,,z,non-target,[]
z_rem63,1,7,False,,z,non-target,[]
z_30out,7,7,False,,z,non-target,[]
z_cover59,1,9,False,,z,non-target,[]
z_rem59.85,2,10,False,,z,non-target,[]
z_cover61.6,1,11,False,,z,non-target,[]
z_normal70,1,10,False,,z,non-target,[]
z_59.85out,3,10,False,,z,non-target,[]
z_bs62out,1,9,False,,z,non-target,[]
z_56outopticsprv,1,16,False,,z,non-target,[]
z_bs60out3,1,10,False,,z,non-target,[]
z_cochlea+1.1,1,13,False,,z,non-target,[]
PTV_Eval2_7000,1,14,False,,PTV/CTV/GTV,target,['TBD']
z_GTVcover,1,10,False,,z,target,['TBD']
z_25out,3,7,False,,z,non-target,[]
z_59.84-2out,1,12,False,,z,non-target,[]
z_61.6out,6,9,False,,z,non-target,[]
M2_CTV_6300,3,11,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV!_6300,2,12,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV_Eval_7000,1,16,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV_Eval_6300,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_TempBS_70,1,11,False,,z,non-target,[]
z_PTV63+TempBS,1,14,False,,z,target,['TBD']
z_Temp_Coch,1,11,False,,z,non-target,[]
z_M2_PTVall,1,11,False,,z,target,['TBD']
z_LarynxNOS,6,11,False,,z,non-target,[]
z_remove59.85,1,13,False,,z,non-target,[]
z_Avoid63_hard,1,14,False,,avoid,non-target,[]
Z_rEMOVE 69,1,11,False,,z,non-target,[5]
Z_rEMOVE 61.4,1,13,False,,z,non-target,[5]
Z_rEMOVE 53,1,11,False,,z,non-target,[5]
z_remove56,2,10,False,,z,non-target,[]
Avoid 62Gy,3,10,False,,avoid,non-target,[5]
Avoid57Gy,2,9,False,,avoid,non-target,[]
z_PTV!_5600,1,11,False,,z,target,['TBD']
CTVp_6000,4,9,False,,PTV/CTV/GTV,target,['TBD']
CTV_nodes,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_COVER_70,6,10,False,,z,non-target,[]
z_Musc_Con_S_NOS,1,16,False,,z,non-target,[]
z_bone_man_NOS,1,14,False,,z,non-target,[]
zMo_CTV_5600,1,12,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTV_6000,2,12,False,,PTV/CTV/GTV,target,['TBD']
zMo_PTV!_5600_03,1,16,False,,PTV/CTV/GTV,target,['TBD']
zMo_PTV!_6000_03,1,16,False,,PTV/CTV/GTV,target,['TBD']
zMo_PTV_7000_03,1,15,False,,PTV/CTV/GTV,target,['TBD']
zMo_GTVp,1,8,False,,PTV/CTV/GTV,target,['TBD']
SpinalCord~_PRV3,1,16,False,,,non-target,[]
zMo_GTVn_Pre,1,12,False,,PTV/CTV/GTV,target,['TBD']
zMo_GTVn,1,8,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTV_7000,1,12,False,,PTV/CTV/GTV,target,['TBD']
zMo_GTVpre-_Mar2,1,16,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTVp_6000,1,13,False,,PTV/CTV/GTV,target,['TBD']
zMo_GTVpre,1,10,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTVP_7000,1,13,False,,PTV/CTV/GTV,target,['TBD']
zMo_CTVn_7000,1,13,False,,PTV/CTV/GTV,target,['TBD']
z_GTVp,1,6,False,,z,target,['TBD']
znoCTV_7000-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
znoCTV_6000-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
z_PTV!_6000_05-2,1,16,False,,z,target,['TBD']
z_PTV70+PTV60,1,13,False,,z,target,['TBD']
z_PTV_7000_05,1,13,False,,z,target,['TBD']
z_PTV!_5600_05,1,14,False,,z,target,['TBD']
z_Dose 53.2,1,11,False,,z,non-target,[5]
CTV_6000LOW,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTV!_5600_05,4,12,False,,PTV/CTV/GTV,target,['TBD']
PTV_7000_05,4,11,False,,PTV/CTV/GTV,target,['TBD']
PTV!_6000_05,4,12,False,,PTV/CTV/GTV,target,['TBD']
z_Dose 63.5[Gy],2,15,False,,z,non-target,[5]
z_Dose 62.9[Gy],1,15,False,,z,non-target,[5]
z_COVER_66-1,1,12,False,,z,non-target,[]
z_COVER66.0-2,1,13,False,,z,non-target,[]
z_REMOVE_MID-1,1,14,False,,z,non-target,[]
z_BP_R_OS_MRG_66,3,16,False,,z,non-target,[]
z_AVOID_72.6,1,12,False,,avoid,non-target,[]
z_REMOVE_RT-1,1,13,False,,z,non-target,[]
Prosthesis-Clip,2,15,False,,,non-target,[]
z_BP_L_OS_MRG_70,6,16,False,,z,non-target,[]
Z_Dose 74.4[Gy],1,15,False,,z,non-target,[5]
z_BOTHLUNGS_NOS,1,15,False,,z,non-target,[]
z_AVOID_GV,1,10,False,,avoid,non-target,[]
z_MIDDLE_REMOVE,1,15,False,,z,non-target,[]
z_REMOVE48.0-1,6,14,False,,z,non-target,[]
z_REMOVE48.0-2,3,14,False,,z,non-target,[]
z_PRV_PUSH,1,10,False,,z,non-target,[]
z_REMOVE-LT,1,11,False,,z,non-target,[]
z_rem62.7,2,9,False,,z,non-target,[]
z_sc 45 out,2,11,False,,z,non-target,[5]
z_rem24.8lips,3,13,False,,z,non-target,[]
z_Brain_OS,2,10,False,,z,non-target,[]
z_cover57,3,9,False,,z,non-target,[]
z_70cover,2,9,False,,z,non-target,[]
z_coverctv60,2,12,False,,z,target,['TBD']
z_coverPTVeval,2,14,False,,z,target,['TBD']
z_cover58.8,2,11,False,,z,non-target,[]
z_cover7000,2,11,False,,z,non-target,[]
CTV_Eval_6000,3,13,False,,PTV/CTV/GTV,target,['TBD']
z_Brain+0.3,3,11,False,,z,non-target,[]
z_PTV60+brain,3,13,False,,z,target,['TBD']
z_ 62[Gy]REM,2,12,False,,z,non-target,[5]
BODY_CBCT-21FEB,2,15,False,,,non-target,[]
z_CT-CBCT_DO=air,1,16,False,,z,non-target,[]
z_CBCT-CT_DO=H20,1,16,False,,z,non-target,[]
z_PTVMOD70test,1,14,False,,z,target,['TBD']
z_PTVMOD56test,1,14,False,,z,target,['TBD']
z_PTVMOD60test,1,14,False,,z,target,['TBD']
M1_PTV_Eval6000,1,15,False,,PTV/CTV/GTV,target,['TBD']
z_M1_CTV_6000ori,1,16,False,,z,target,['TBD']
z_59[Gy],1,8,False,,z,non-target,[]
z_ 58[Gy],1,9,False,,z,non-target,[5]
z_cover57-5,1,11,False,,z,non-target,[]
z_59.5[Gy],1,10,False,,z,non-target,[]
z_remove59,1,10,False,,z,non-target,[]
z_Brain+0.2,1,11,False,,z,non-target,[]
z_59outoutout,1,13,False,,z,non-target,[]
z_59 z11.1,1,10,False,,z,non-target,[5]
z_sc 45,4,7,False,,z,non-target,[5]
z_COVER 63,1,10,False,,z,non-target,[5]
z_COVER 70,1,10,False,,z,non-target,[5]
z_REM63,1,7,False,,z,non-target,[]
z_avoid oral cav,1,16,False,,avoid,non-target,[5]
CTV_7000 GS,1,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_6300 GS,1,11,False,,PTV/CTV/GTV,target,['TBD']
CTV_5600 GS,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTV!6300-05,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_rem 30,1,8,False,,z,non-target,[5]
z_brcplx+0.3,1,12,False,,z,non-target,[]
z_larynx+0.4,1,12,False,,z,non-target,[]
z_larynx+0.2,1,12,False,,z,non-target,[]
z_brcplx+0.2,1,12,False,,z,non-target,[]
z_rem56larynx,1,13,False,,z,non-target,[]
z_69.3out,1,9,False,,z,non-target,[]
PTV60cropped,5,12,False,,PTV/CTV/GTV,target,['TBD']
Dose 64[Gy],8,11,False,,,non-target,[5]
MOD_CTV60,1,9,False,,PTV/CTV/GTV,target,['TBD']
MOD RING,1,8,False,,,non-target,[5]
Dose 66[Gy],1,11,False,,,non-target,[5]
MOD_PTV60(2),1,12,False,,PTV/CTV/GTV,target,['TBD']
z_Override,1,10,False,,z,non-target,[]
z_Parotid_L_nos,1,15,False,,z,non-target,[]
z_Mandible_nos,1,14,False,,z,non-target,[]
z_Pharynx_nos,1,13,False,,z,non-target,[]
z_Larynx_nos,1,12,False,,z,non-target,[]
z_Avoid_Post_sup,1,16,False,,avoid,non-target,[]
z_Avoid_Mid_Inf,1,15,False,,avoid,non-target,[]
z_Avoid_Mid_Sup,1,15,False,,avoid,non-target,[]
z_Avoid_56,3,10,False,,avoid,non-target,[]
z_Avoid_60,4,10,False,,avoid,non-target,[]
z_PTV7000-05,1,12,False,,z,target,['TBD']
z_nothing,1,9,False,,z,non-target,[]
z_nothing2,1,10,False,,z,non-target,[]
z_PTV7000-03,1,12,False,,z,target,['TBD']
z_Ring_6000+7000,1,16,False,,z,non-target,[]
z_Shoulders1,2,12,False,,z,non-target,[]
z_Avoid_Post2,1,13,False,,avoid,non-target,[]
z_PRV_MRG_47.5,1,14,False,,z,non-target,[]
z_Glnd_Submand!R,2,16,False,,z,non-target,[]
z_Parotid!_L,3,12,False,,z,non-target,[]
z_Parotid!_R,3,12,False,,z,non-target,[]
z_Cavity_Oral!,3,14,False,,z,non-target,[]
TUMOR_BED,2,9,False,,,non-target,[]
AVOID 50GY,3,10,False,,avoid,non-target,[5]
CBCT_BODY,1,9,False,,,non-target,[]
GTV LNs,2,7,False,,PTV/CTV/GTV,target,['TBD']
GTV 1ary,2,8,False,,PTV/CTV/GTV,target,['TBD']
CTVLNs,2,6,False,,PTV/CTV/GTV,target,['TBD']
CTV1ary,2,7,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV LNs,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_GTV LNs,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1_GTV 1ary,1,13,False,,PTV/CTV/GTV,target,['TBD']
MOD1 _PTV70(60),1,15,False,,PTV/CTV/GTV,target,['TBD']
MOD1 _PTV60(54),1,15,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV1ary,1,12,False,,PTV/CTV/GTV,target,['TBD']
MOD1 _PTV_ALL,1,13,False,,PTV/CTV/GTV,target,['TBD']
Larynx_NOS,2,10,False,,nos,non-target,[]
Esophagus_2 cm,2,14,False,,,non-target,[5]
GTVn_L,5,6,False,,PTV/CTV/GTV,target,['TBD']
CTVn_R,2,6,False,,PTV/CTV/GTV,target,['TBD']
CTVn_L,2,6,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTVn_L,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTVN_R,1,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTVp,1,9,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_5600-05,2,14,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_6000-05,2,14,False,,PTV/CTV/GTV,target,['TBD']
z_REMOVE25.0-1,2,14,False,,z,non-target,[]
Body-orig,2,9,False,,,non-target,[]
z_AvoidMiddle2,2,14,False,,avoid,non-target,[]
Dose 71.1[Gy],2,13,False,,,non-target,[5]
z_mand_nos,2,10,False,,z,non-target,[]
z_temp spine,1,12,False,,z,non-target,[5]
z_tempNEW,1,9,False,,z,non-target,[]
z_Dose 57[Gy],3,13,False,,z,non-target,[5]
z_PTVspine,1,10,False,,z,target,['TBD']
z_Ring66,8,8,False,,z,non-target,[]
z_Dose 100[%],1,13,False,,z,non-target,[5]
Avoidance,2,9,False,,avoid,non-target,[]
z_Avoid_61.6HARD,1,16,False,,avoid,non-target,[]
z_RT_AVOID,1,10,False,,avoid,non-target,[]
z_REMOVE65.7-2,1,14,False,,z,non-target,[]
GTV pre,2,7,False,,PTV/CTV/GTV,target,['TBD']
z_M1_PTVALL,1,11,False,,z,target,['TBD']
z_M1_PTV70+60,1,13,False,,z,target,['TBD']
z_BODY,1,6,False,,z,non-target,[]
z_PTV_Eval_7000,1,15,False,,z,target,['TBD']
z_PTV optics,1,12,False,,z,target,['TBD']
BrachialPlex~_R,2,15,False,BrachialPlex_R,SB OK,non-target,[]
MuscConstrict~_I,1,16,False,,,non-target,[]
z_ParotidL NOS,1,14,False,,z,non-target,[5]
z_CavityOral NOS,1,16,False,,z,non-target,[5]
Larynx~,1,7,False,Larynx,SB OK,non-target,[]
z_EsophagNOS,1,12,False,,z,non-target,[]
z_thyroidNOS,1,12,False,,z,non-target,[]
z_LipsNOS,1,9,False,,z,non-target,[]
REMOVE,1,6,False,,,non-target,[]
z_MNDB_OS_70_MRG,6,16,False,,z,non-target,[]
z_MIDDLE_AV_INF,2,15,False,,z,non-target,[]
z_MID_AVOID_INF,1,15,False,,avoid,non-target,[]
